************************************************
***** POSSIBLE INFEASBILE EQUATIONS ************
************************************************
************************************************
****** ACTIVE OBJECTIVE EQUATIONS **************
************************************************
Number           ID  Node    Horizon  Unscaled Res  Scaled Res   Scaling     Name
       724          5    2         73  -6.9389E-18  -6.9389E-18   1.0000E+00  p(73).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       725          6    2         73  -9.3132E-10  -9.3132E-10   1.0000E+00  p(73).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       726          7    2         73   1.0186E-10   1.0186E-10   1.0000E+00  p(73).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       727          8    2         73   0.0000E+00   0.0000E+00   1.0000E+00  p(73).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       728          9    2         73  -3.3196E-14  -3.3196E-14   1.0000E+00  p(73).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       729         10    2         73  -1.1369E-13  -1.1369E-13   1.0000E+00  p(73).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       730         11    2         73   0.0000E+00   0.0000E+00   1.0000E+00  p(73).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       731          2    2         74   0.0000E+00   0.0000E+00   1.0000E+00  p(74).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       732          3    2         74   4.9027E-13   4.9027E-13   1.0000E+00  p(74).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       733          4    2         74   0.0000E+00   0.0000E+00   1.0000E+00  p(74).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       734          5    2         74   0.0000E+00   0.0000E+00   1.0000E+00  p(74).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       735          6    2         74   0.0000E+00   0.0000E+00   1.0000E+00  p(74).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       736          7    2         74   2.0373E-10   2.0373E-10   1.0000E+00  p(74).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       737          8    2         74   0.0000E+00   0.0000E+00   1.0000E+00  p(74).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       738          9    2         74  -3.4861E-14  -3.4861E-14   1.0000E+00  p(74).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       739         10    2         74   3.4106E-13   3.4106E-13   1.0000E+00  p(74).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       740         11    2         74   0.0000E+00   0.0000E+00   1.0000E+00  p(74).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       741          2    2         75   5.5511E-17   5.5511E-17   1.0000E+00  p(75).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       742          3    2         75  -6.1817E-13  -6.1817E-13   1.0000E+00  p(75).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       743          4    2         75   0.0000E+00   0.0000E+00   1.0000E+00  p(75).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       744          5    2         75   6.9389E-18   6.9389E-18   1.0000E+00  p(75).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       745          6    2         75  -9.3132E-10  -9.3132E-10   1.0000E+00  p(75).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       746          7    2         75  -1.8917E-10  -1.8917E-10   1.0000E+00  p(75).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       747          8    2         75   0.0000E+00   0.0000E+00   1.0000E+00  p(75).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       748          9    2         75  -3.6526E-14  -3.6526E-14   1.0000E+00  p(75).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       749         10    2         75   0.0000E+00   0.0000E+00   1.0000E+00  p(75).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       750         11    2         75  -5.5511E-17  -5.5511E-17   1.0000E+00  p(75).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       751          2    2         76  -5.5511E-17  -5.5511E-17   1.0000E+00  p(76).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       752          3    2         76   3.2330E-13   3.2330E-13   1.0000E+00  p(76).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       753          4    2         76   6.6613E-16   6.6613E-16   1.0000E+00  p(76).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       754          5    2         76  -6.9389E-18  -6.9389E-18   1.0000E+00  p(76).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       755          6    2         76   9.3132E-10   9.3132E-10   1.0000E+00  p(76).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       756          7    2         76  -1.7462E-10  -1.7462E-10   1.0000E+00  p(76).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       757          8    2         76   1.4211E-14   1.4211E-14   1.0000E+00  p(76).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       758          9    2         76  -3.8025E-14  -3.8025E-14   1.0000E+00  p(76).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       759         10    2         76  -3.9790E-13  -3.9790E-13   1.0000E+00  p(76).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       760         11    2         76   5.5511E-17   5.5511E-17   1.0000E+00  p(76).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       761          2    2         77  -5.5511E-17  -5.5511E-17   1.0000E+00  p(77).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       762          3    2         77  -8.8818E-14  -8.8818E-14   1.0000E+00  p(77).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       763          4    2         77  -4.4409E-16  -4.4409E-16   1.0000E+00  p(77).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       764          5    2         77   6.9389E-18   6.9389E-18   1.0000E+00  p(77).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       765          6    2         77   4.6566E-10   4.6566E-10   1.0000E+00  p(77).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       766          7    2         77  -3.3469E-10  -3.3469E-10   1.0000E+00  p(77).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       767          8    2         77   2.8422E-14   2.8422E-14   1.0000E+00  p(77).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       768          9    2         77  -4.2355E-14  -4.2355E-14   1.0000E+00  p(77).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       769         10    2         77  -3.4106E-13  -3.4106E-13   1.0000E+00  p(77).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       770         11    2         77   5.5511E-17   5.5511E-17   1.0000E+00  p(77).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       771          2    2         78   0.0000E+00   0.0000E+00   1.0000E+00  p(78).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       772          3    2         78   3.3396E-13   3.3396E-13   1.0000E+00  p(78).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       773          4    2         78   0.0000E+00   0.0000E+00   1.0000E+00  p(78).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       774          5    2         78  -6.9389E-18  -6.9389E-18   1.0000E+00  p(78).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       775          6    2         78   0.0000E+00   0.0000E+00   1.0000E+00  p(78).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       776          7    2         78  -2.9104E-11  -2.9104E-11   1.0000E+00  p(78).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       777          8    2         78   0.0000E+00   0.0000E+00   1.0000E+00  p(78).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       778          9    2         78  -4.6352E-14  -4.6352E-14   1.0000E+00  p(78).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       779         10    2         78   5.6843E-14   5.6843E-14   1.0000E+00  p(78).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       780         11    2         78   0.0000E+00   0.0000E+00   1.0000E+00  p(78).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       781          2    2         79   0.0000E+00   0.0000E+00   1.0000E+00  p(79).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       782          3    2         79   0.0000E+00   0.0000E+00   1.0000E+00  p(79).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       783          4    2         79   2.2204E-16   2.2204E-16   1.0000E+00  p(79).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       784          5    2         79  -6.9389E-18  -6.9389E-18   1.0000E+00  p(79).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       785          6    2         79  -4.6566E-10  -4.6566E-10   1.0000E+00  p(79).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       786          7    2         79   1.0186E-10   1.0186E-10   1.0000E+00  p(79).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       787          8    2         79   1.4211E-14   1.4211E-14   1.0000E+00  p(79).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       788          9    2         79  -4.7018E-14  -4.7018E-14   1.0000E+00  p(79).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       789         10    2         79  -1.7053E-13  -1.7053E-13   1.0000E+00  p(79).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       790         11    2         79   0.0000E+00   0.0000E+00   1.0000E+00  p(79).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       791          2    2         80   5.5511E-17   5.5511E-17   1.0000E+00  p(80).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       792          3    2         80   1.3145E-13   1.3145E-13   1.0000E+00  p(80).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       793          4    2         80  -2.2204E-16  -2.2204E-16   1.0000E+00  p(80).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       794          5    2         80   6.9389E-18   6.9389E-18   1.0000E+00  p(80).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       795          6    2         80   0.0000E+00   0.0000E+00   1.0000E+00  p(80).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       796          7    2         80   4.9477E-10   4.9477E-10   1.0000E+00  p(80).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       797          8    2         80   0.0000E+00   0.0000E+00   1.0000E+00  p(80).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       798          9    2         80  -5.3735E-14  -5.3735E-14   1.0000E+00  p(80).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       799         10    2         80   1.1369E-13   1.1369E-13   1.0000E+00  p(80).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       800         11    2         80  -5.5511E-17  -5.5511E-17   1.0000E+00  p(80).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       801          2    2         81  -5.5511E-17  -5.5511E-17   1.0000E+00  p(81).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       802          3    2         81   5.0093E-13   5.0093E-13   1.0000E+00  p(81).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       803          4    2         81  -2.2204E-16  -2.2204E-16   1.0000E+00  p(81).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       804          5    2         81   6.9389E-18   6.9389E-18   1.0000E+00  p(81).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       805          6    2         81   4.6566E-10   4.6566E-10   1.0000E+00  p(81).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       806          7    2         81  -2.0373E-10  -2.0373E-10   1.0000E+00  p(81).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       807          8    2         81   0.0000E+00   0.0000E+00   1.0000E+00  p(81).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       808          9    2         81  -5.8620E-14  -5.8620E-14   1.0000E+00  p(81).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       809         10    2         81   2.8422E-13   2.8422E-13   1.0000E+00  p(81).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       810         11    2         81   5.5511E-17   5.5511E-17   1.0000E+00  p(81).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       811          2    2         82   5.5511E-17   5.5511E-17   1.0000E+00  p(82).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       812          3    2         82  -8.0647E-13  -8.0647E-13   1.0000E+00  p(82).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       813          4    2         82  -4.4409E-16  -4.4409E-16   1.0000E+00  p(82).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       814          5    2         82   0.0000E+00   0.0000E+00   1.0000E+00  p(82).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       815          6    2         82  -4.6566E-10  -4.6566E-10   1.0000E+00  p(82).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       816          7    2         82  -2.1828E-10  -2.1828E-10   1.0000E+00  p(82).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       817          8    2         82  -1.4211E-14  -1.4211E-14   1.0000E+00  p(82).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       818          9    2         82  -5.8731E-14  -5.8731E-14   1.0000E+00  p(82).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       819         10    2         82   1.1369E-13   1.1369E-13   1.0000E+00  p(82).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       820         11    2         82  -5.5511E-17  -5.5511E-17   1.0000E+00  p(82).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       821          2    2         83  -5.5511E-17  -5.5511E-17   1.0000E+00  p(83).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       822          3    2         83  -1.3500E-13  -1.3500E-13   1.0000E+00  p(83).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       823          4    2         83   4.4409E-16   4.4409E-16   1.0000E+00  p(83).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       824          5    2         83   0.0000E+00   0.0000E+00   1.0000E+00  p(83).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       825          6    2         83   0.0000E+00   0.0000E+00   1.0000E+00  p(83).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       826          7    2         83  -2.3283E-10  -2.3283E-10   1.0000E+00  p(83).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       827          8    2         83   4.2633E-14   4.2633E-14   1.0000E+00  p(83).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       828          9    2         83  -6.1173E-14  -6.1173E-14   1.0000E+00  p(83).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       829         10    2         83  -3.9790E-13  -3.9790E-13   1.0000E+00  p(83).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       830         11    2         83   5.5511E-17   5.5511E-17   1.0000E+00  p(83).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       831          2    2         84  -5.5511E-17  -5.5511E-17   1.0000E+00  p(84).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       832          3    2         84   6.0396E-13   6.0396E-13   1.0000E+00  p(84).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       833          4    2         84   0.0000E+00   0.0000E+00   1.0000E+00  p(84).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       834          5    2         84   6.9389E-18   6.9389E-18   1.0000E+00  p(84).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       835          6    2         84   9.3132E-10   9.3132E-10   1.0000E+00  p(84).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       836          7    2         84  -1.6735E-10  -1.6735E-10   1.0000E+00  p(84).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       837          8    2         84   1.4211E-14   1.4211E-14   1.0000E+00  p(84).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       838          9    2         84  -6.3949E-14  -6.3949E-14   1.0000E+00  p(84).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       839         10    2         84   2.8422E-13   2.8422E-13   1.0000E+00  p(84).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       840         11    2         84   5.5511E-17   5.5511E-17   1.0000E+00  p(84).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       841          2    2         85   0.0000E+00   0.0000E+00   1.0000E+00  p(85).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       842          3    2         85   5.2935E-13   5.2935E-13   1.0000E+00  p(85).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       843          4    2         85  -4.4409E-16  -4.4409E-16   1.0000E+00  p(85).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       844          5    2         85   6.9389E-18   6.9389E-18   1.0000E+00  p(85).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       845          6    2         85  -9.3132E-10  -9.3132E-10   1.0000E+00  p(85).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       846          7    2         85   9.6043E-10   9.6043E-10   1.0000E+00  p(85).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       847          8    2         85   0.0000E+00   0.0000E+00   1.0000E+00  p(85).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       848          9    2         85  -6.4282E-14  -6.4282E-14   1.0000E+00  p(85).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       849         10    2         85  -5.1159E-13  -5.1159E-13   1.0000E+00  p(85).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       850         11    2         85   0.0000E+00   0.0000E+00   1.0000E+00  p(85).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       851          2    2         86   5.5511E-17   5.5511E-17   1.0000E+00  p(86).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       852          3    2         86  -1.5987E-13  -1.5987E-13   1.0000E+00  p(86).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       853          4    2         86  -2.2204E-16  -2.2204E-16   1.0000E+00  p(86).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       854          5    2         86   1.3878E-17   1.3878E-17   1.0000E+00  p(86).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       855          6    2         86   0.0000E+00   0.0000E+00   1.0000E+00  p(86).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       856          7    2         86  -1.0186E-10  -1.0186E-10   1.0000E+00  p(86).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       857          8    2         86   1.4211E-14   1.4211E-14   1.0000E+00  p(86).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       858          9    2         86  -6.7613E-14  -6.7613E-14   1.0000E+00  p(86).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       859         10    2         86  -5.1159E-13  -5.1159E-13   1.0000E+00  p(86).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       860         11    2         86  -5.5511E-17  -5.5511E-17   1.0000E+00  p(86).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       861          2    2         87  -1.1102E-16  -1.1102E-16   1.0000E+00  p(87).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       862          3    2         87   3.1974E-13   3.1974E-13   1.0000E+00  p(87).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       863          4    2         87  -2.2204E-16  -2.2204E-16   1.0000E+00  p(87).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       864          5    2         87  -6.9389E-18  -6.9389E-18   1.0000E+00  p(87).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       865          6    2         87   9.3132E-10   9.3132E-10   1.0000E+00  p(87).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       866          7    2         87   1.0186E-10   1.0186E-10   1.0000E+00  p(87).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       867          8    2         87   1.4211E-14   1.4211E-14   1.0000E+00  p(87).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       868          9    2         87  -6.8390E-14  -6.8390E-14   1.0000E+00  p(87).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       869         10    2         87   6.8212E-13   6.8212E-13   1.0000E+00  p(87).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       870         11    2         87   1.1102E-16   1.1102E-16   1.0000E+00  p(87).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       871          2    2         88   5.5511E-17   5.5511E-17   1.0000E+00  p(88).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       872          3    2         88   8.9528E-13   8.9528E-13   1.0000E+00  p(88).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       873          4    2         88   2.2204E-16   2.2204E-16   1.0000E+00  p(88).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       874          5    2         88  -6.9389E-18  -6.9389E-18   1.0000E+00  p(88).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       875          6    2         88   0.0000E+00   0.0000E+00   1.0000E+00  p(88).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       876          7    2         88   1.8917E-10   1.8917E-10   1.0000E+00  p(88).n(2).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       877          8    2         88   0.0000E+00   0.0000E+00   1.0000E+00  p(88).n(2).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       878          9    2         88  -7.0055E-14  -7.0055E-14   1.0000E+00  p(88).n(2).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       879         10    2         88  -3.4106E-13  -3.4106E-13   1.0000E+00  p(88).n(2).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       880         11    2         88  -5.5511E-17  -5.5511E-17   1.0000E+00  p(88).n(2).Eqn(11): 0 = $int_growth_rate-(r_g)
       881          2    2         89  -1.1102E-16  -1.1102E-16   1.0000E+00  p(89).n(2).Eqn(2): 0 = r_g-(0)-slk_2
       882          3    2         89  -2.8422E-14  -2.8422E-14   1.0000E+00  p(89).n(2).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       883          4    2         89  -2.2204E-16  -2.2204E-16   1.0000E+00  p(89).n(2).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       884          5    2         89   0.0000E+00   0.0000E+00   1.0000E+00  p(89).n(2).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       885          6    2         89   1.8626E-09   1.8626E-09   1.0000E+00  p(89).n(2).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
